line_1,line_2,line_3,source,line1_syllables,line2_syllables,line3_syllables
dans la goutte suspendue,à la feuille du pommier ,le gris du ciel est blanc ,tempslibre,7,6,6
plus grand ,que la boutique du primeur ,le parfum des premières fraises ,tempslibre,2,8,9
la rue se calme - ,se lève des arbres ,le bruit du vent ,tempslibre,5,5,4
je n’ai pas sommeil ,au loin tourne le phare ,de la Tour Eiffel ,tempslibre,5,7,5
au réveil,s’enlacer et l’entendre ,l’averse d’été ,tempslibre,2,7,3
l’alcool joyeux ,du jour précédant ,la pleine lune ,tempslibre,3,3,5
lueur du réveil,à la fenêtre,la pleine lune ,tempslibre,3,3,5
terrasse ensoleillée,oublier Noël,qui approche ,tempslibre,7,3,4
sur le tarmac gris,sous la pluie du retour,le bus jaune ,tempslibre,5,6,4
ne pas faire son lit,le défaire,jour de retour ,tempslibre,6,3,4
regardant les mouettes,fouiller les restes du marché,imaginer la mer ,tempslibre,6,7,6
à l'autre bout du monde,sur la vitre du train,la course des gouttes de pluie ,tempslibre,6,6,8
sous la pluie sans fin,sur la place grise,les couleurs du manège ,tempslibre,5,6,6
avec mon père ,parler d'apprendre à vieillir ,- l'odeur des clématites ,tempslibre,4,7,6
nuit de mars ,écouter la pluie,s'écraser sur les carreaux ,tempslibre,3,4,6
quai de métro ,le mendiant ronfle,sa bouteille tient debout ,tempslibre,3,5,7
au coeur de la nuit,le ronron des ventilations,entre deux sirènes hurlantes ,tempslibre,5,8,8
perdue dans le brouhaha,sur le quai d'en face,l'engueulade ,tempslibre,7,6,4
signature anonyme,vieilles empreintes de pigeon,dans le ciment nu ,tempslibre,8,8,5
lundi d'octobre,rentrer et sortir du métro,sans voir le jour ,tempslibre,5,7,4
métro du matin ,cette odeur d'urine ,tenace ,tempslibre,4,7,3
premières tâches rousses,sur le flanc de colline,soleil sur ma joue ,tempslibre,6,7,5
sommeil lourd,après son alcool de prunes,ramassées dans son jardin ,tempslibre,3,7,7
j'ai vu l'horizon,dans le métro,en quatre par trois ,tempslibre,5,3,5
le clapotis de la pluie,noie l'écho de mes pas,matin d'automne ,tempslibre,7,5,5
de pièce en pièce,la souris passe ,sans se soucier de nous ,tempslibre,6,5,6
thé glacé ou chaud ,j'hésite,dernier jour d'août ,tempslibre,3,2,4
elle ne l'est plus ,l'eau froide du robinet,canicule ,tempslibre,5,7,4
assis par terre ,son épaule dénudée ,sans bras ,tempslibre,5,5,2
trois bouts de cartons ,éparpillés ,restes de bonneteau ,tempslibre,5,2,6
un escargot s'aventure,sur le bitume encore chaud,orages de juin ,tempslibre,8,9,5
triste sandwich,tombé d'une machine,sans âme ,tempslibre,4,6,2
la seule lumière allumée ,dans une lutte passive ,contre l'obscurité de tout l'immeuble ,tempslibre,9,8,10
"torse nu, fenêtre ouverte",je lis des haikus,pluie d'été ,tempslibre,8,5,1
rien qu'un instant,l'odeur des pins,en allant au travail ,tempslibre,5,4,6
la pièce de monnaie,aussi froide que la machine,qui me l'a rendue ,tempslibre,6,9,5
en blouson noir,sous des arbres,aux fleurs roses ,tempslibre,4,4,4
dans la rame,toutes les senteurs du matin,éclipsées par le clochard endormi ,tempslibre,4,8,9
blanches,les pages de mes carnets,je n'aime pas l'hiver ,tempslibre,2,7,6
nez en l'air,fixant l'invisible,le clochard perché ,tempslibre,3,6,4
écouter la pluie,à côté de mon téléphone,~ silencieux ,tempslibre,4,4,3
au lever,pisser dans le vent d'automne,en faire un haïku ,tempslibre,3,8,6
premiers flocons,penser à mon père,sur son lit d'hôpital ,tempslibre,4,4,5
mon lit froid,ma peau cherche la sienne,premiers flocons ,tempslibre,3,7,4
caressant le chat,une goutte froide,dans mon cou ,tempslibre,6,6,3
triste sourire,la raie du clodo qui dort,sur le quai du métro ,tempslibre,5,7,5
elle se lève --,il reste un peu de chaleur,sous la couverture,tempslibre,4,8,6
tisane du soir,le pied de la verveine,au clair de lune ,tempslibre,5,7,5
chateau fort,la marée montante prend,la tour crénelée,tempslibre,3,7,4
regards croisés -,une femme bâillonnée,jusqu'aux yeux,tempslibre,3,7,4
Étoile fermée,Shimon Peres en visite,dans le métro,tempslibre,4,8,3
entrée du musée,des palmiers de passage,pour le chef d'État,tempslibre,5,7,4
dans un grand sac,deux tout petits lierres,grimpent dans la rame ,tempslibre,4,6,6
Courrier du matin,trois crocus jaunes,sur un timbre ,tempslibre,5,5,4
Couché par le temps ,Il ne travaille plus guère ,l'épouvantail ,tempslibre,4,8,3
Le jardin oublié,quelques lupins debouts,en rébellion ,tempslibre,5,6,3
Mer du Nord,sur la gaufre sucrée ,un peu de sel ,tempslibre,3,6,4
dispute --,j'ajoute du sucre,dans mon thé,tempslibre,3,6,2
maison mise en vente,l'odeur de renfermé,de mon enfance ,tempslibre,7,5,5
biscottes et Nutella,me remontent le moral,maman n’est plus là,tempslibre,7,7,4
travailleur de nuit,dans une flaque d’eau,le jour se lève ,tempslibre,5,6,4
nouvel an,un bout de ma dent,est resté dans l'ancien ,tempslibre,3,5,5
mille et une nuits,encore un conte pour l’enfant,à l’hôpital ,tempslibre,6,9,2
parking souterrain,la panique du petit ,papillon blanc ,tempslibre,5,7,4
faucille de lune rouge,sa robe de mariée ,plus blanche encore —,tempslibre,8,7,6
nuit noire et blanche –,remplir le pilulier,de toutes les couleurs ,tempslibre,6,6,6
fin de l’été,le trou de la poche du short,encore plus grand ,tempslibre,2,8,5
lune de miel,couper en deux,le premier melon ,tempslibre,4,4,5
cerisiers en fleur,de nouveau croire,à ses promesses ,tempslibre,5,5,4
migrants à la une – ,l’hôte dans mon jardin,un oiseau sans nom ,tempslibre,5,5,5
à l'hôpital -,au fond du sac le sable,de l'été dernier ,tempslibre,2,7,3
bruine matinale,il me propose,un nuage de lait ,tempslibre,6,5,5
canicule,dans l'oeil du husky,l'océan ,tempslibre,4,5,2
pluie d'hiver -,la grimace du bonhomme,de neige ,tempslibre,3,8,3
les bourgeons gris,de la glycine - aujourd'hui,il aurait seize ans ,tempslibre,4,8,6
lune cendrée,il lui demande,le divorce ,tempslibre,4,5,4
au bout du fil,de sa pelote grise,la banlieusarde ,tempslibre,4,7,5
Cigale en faïence,et déambulateur -,fin du voyage,tempslibre,7,5,4
thé noir~,au fond de la tasse,les anneaux de saturne ,tempslibre,1,6,7
lune d'hiver~,le goût légèrement sucrée,de la betterave ,tempslibre,4,6,6
réveillon de l'an neuf-,en ermite sous un édredon,d'étoiles ,tempslibre,5,8,2
lune gibbeuse-,la route brossée,de sel ,tempslibre,5,5,2
Petit déjeuner,le thé refroidi,deux haïku ,tempslibre,4,4,3
Sur l'épaule de mon père,la graine de pissenlit,finit sa course ,tempslibre,6,7,5
"Pas de nourriture dans la cuisine,",la mouche se pose,sur les raisins en céramique ,tempslibre,11,6,8
"""Quoi de neuf""",Facebook me demande,Entre deux averses de pluie,tempslibre,3,7,8
"Jardin public,",un petit baiser,derrière un baiser plus long ,tempslibre,4,5,8
"La nuit du village,",de la cour de la maison de mon grand-père,Le ciel commence. ,tempslibre,6,11,5
Soirée aux flambeaux,Poudrerie vent de noroît,Et chocolat chaud ,tempslibre,5,7,5
Matinée hivernale,Plus chaude entre mes mains,Tasse de chocolat ,tempslibre,7,7,6
soirée de rupture,parlant sans fin à la lune ,mon thé amer ,tempslibre,6,7,3
nuit étouffante,le chuchottement frais,des arrosages ,tempslibre,4,6,5
Départ en vacances,Dans les grincements du métro,déjà les mouettes ,tempslibre,5,7,3
métro bondé,sous le nez la fraîcheur,de son bouquet ,tempslibre,2,6,4
tatouage,le papillon entre ses seins,rêve de Tchouang-Tseu ,tempslibre,3,8,4
café du matin,les fêlures au fond du bol -,l'instant d'un regard ,tempslibre,4,7,5
Brise marine,sur le trottoir s'échappe,l'ombre d'un cerf-volant ,tempslibre,5,6,6
Orange sanguine,à mon petit déjeuner,le soleil se lève ,tempslibre,6,5,5
presque seule,souper,avec la pleine lune ,tempslibre,4,2,7
dernier métro,la nuit plus intense,le regard des hommes aussi ,tempslibre,3,6,8
dans la rizière,un vieil homme pellette,des nuages,tempslibre,5,7,3
soleil d'hiver,le plat de ma main,sur la vitre froide,tempslibre,4,5,6
vue sur l'amère,quand elle se penche à la fenêtre,avec cet air vague,tempslibre,4,9,6
les mots sous les doigts,l'aveugle et son livre en braille,frottement du papier,tempslibre,5,10,6
Place Saint Pierre,Devant des vitrines d'objets religieux,Dorment des sans abri,tempslibre,5,11,6
Vatican illuminé,Place vide entre barrières et policiers,Lumière artificielle,tempslibre,6,13,8
Pont Jacques-Cartier,Au matin une brume dense,Les autos disparaissent,tempslibre,5,9,7
nuit d'hiver,un train sans fin,s'éloigne ,tempslibre,3,4,2
soupe aux nouilles,dans la rue au Vat Sen,le ciel dans mon bol,tempslibre,5,6,5
La nuit des 4/4,se garent dans les temples -,Hyundai chez Buddha ,tempslibre,3,7,5
A chaque halte,chacun son arbuste -,buissons de fleurs jaunes ,tempslibre,5,6,6
vingt gamins lao,fusils pointés sur leur cible -,au cybercafé ,tempslibre,4,7,4
l'oeil triste du varan,en sursis casserole,comment l'oublier ? ,tempslibre,6,7,4
par tous les temps,Buddha devant la porte,souriant mains ouvertes ,tempslibre,4,7,6
au ralenti,sur la route sous la haie -,le renard à Noël ,tempslibre,4,7,4
rois mages à chameau,devant l'Hôtel-de-Ville -,tous des immigrés ,tempslibre,5,6,4
est-ce le soleil,cette lumière au mur ? --,souris de labo ,tempslibre,5,7,5
tracer un coeur,sur la laisse de basse mer --,snapchat  ,tempslibre,4,8,2
toutes les phases,de la lune -,festival de haïku ,tempslibre,5,4,6
chercher la mélodie,dans le grelet des grillons -,nuit blanche ,tempslibre,5,7,3
lire,jusqu'à ne plus rien voir -,derniers soirs de l'été ,tempslibre,1,6,4
les motos,roulent quatre par quatre -,derniers jours d'août ,tempslibre,3,7,4
jour de la terre -,le soir éteindre les lumières,le ciel est bien ... là ,tempslibre,5,8,4
nuit américaine,... les techniciens,se bousculent,tempslibre,5,4,4
Bruxelles-Munich -,course de mouches,sur l'écran du PC,tempslibre,5,5,3
au pied de la banque -,des pissenlits,en fleurs,tempslibre,6,4,2
débat télévisé -,ses seins affalés,dans le corsage ,tempslibre,2,4,5
Contre-jour -,au loin un grand chien,en liberté ,tempslibre,3,5,3
Coquilles d'escargots,vides -,premières pousses,tempslibre,6,2,5
An neuf -,la même rue ce matin,le silence en plus,tempslibre,2,6,6
perruque blonde -,un petit sourire,d'après chimio,tempslibre,5,6,3
l'arbre mort,dans la forêt luxuriante -,couvert d'ex-voto,tempslibre,3,7,5
entracte -,on parle de la guerre,en coulisses,tempslibre,3,7,4
automne ce matin -,l'oiseau sur son épaule gauche,recouvert,tempslibre,6,8,3
remue-ménage,dans le ventre de l'ordinateur -,j'ai faim,tempslibre,4,9,2
poussière grise,sur la cheminée de marbre -,et ta photo,tempslibre,5,8,4
le malentendant,avec ses lunettes -,noires,tempslibre,5,6,2
Après la dispute -,les assiettes sont encore,sales,tempslibre,5,8,1
Petit soleil -,au travers des vitres,sales,tempslibre,4,6,1
fraicheur d’été -,dans le panier d’oignons,le chat endormi ,tempslibre,2,6,5
pluie de confinement ~,un bol de soupe ,venue d'ailleurs ,tempslibre,6,5,4
jardin d'hôpital --,une fillette chauve,joue à la princesse ,tempslibre,4,7,5
boutique de fleurs -,la vendeuse au tatouage,de papillon ,tempslibre,5,8,4
journée de prévention routière –,elle laisse entrevoir,son string fluo ,tempslibre,8,7,3
crépuscule d'automne -,au fond du cendrier le mégot,encore incandescent ,tempslibre,6,7,7
lac de montagne -,elle ôte son maillot,et tous mes doutes ,tempslibre,5,6,5
journée mondiale du sida -,je réinstalle,mon antivirus ,tempslibre,8,4,5
lune d'hiver -,le vieil homme hésitant,devant un peep-show ,tempslibre,4,6,5
nuit à la campagne -,les étoiles et les lucioles,s'échangent en morse ,tempslibre,5,8,5
flaque de pluie -,toucher,l'arc-en-ciel ,tempslibre,4,2,3
perruque carnaval -,une touche de fantaisie,pendant la chimio ,tempslibre,6,8,5
brunante au verger,dans cet arbre ils n’ont laissé,que la lune,tempslibre,6,7,4
temps pluvieux,une gorgée de thé froid,entre deux chapitres,tempslibre,3,6,6
interurbain,parler de mes larmes,à ma mère,tempslibre,4,6,2
vieil asphalte,dans un trou le ciel,a fait son nid,tempslibre,4,5,4
marée basse,partout sur la grève,de petits ciels,tempslibre,4,5,4
ce caillou gris,soudain si précieux,dans sa petite main,tempslibre,4,4,6
sur la terrasse,mon café miroitant,sucrer le ciel,tempslibre,5,5,4
repos dans la cour,un peu de ciel,dans son café,tempslibre,5,4,3
flaque d'eau sur la grève,son petit pied disparaît,dans un nuage,tempslibre,6,7,4
dessin à la gouache,au bout de ses petits doigts,des taches de ciel,tempslibre,5,7,5
fin d'après-midi,l'ombre d'une fleur sauvage,rejoint le jardin,tempslibre,4,8,5
nuit d'automne,tant d'étoiles,entre les branches,tempslibre,4,3,5
corvée au jardin,soulever dans un seau,l'eau et le ciel,tempslibre,5,6,4
après le réveillon --,rubans rouges tressés,dans ses cheveux ,tempslibre,4,5,4
cello strings,over dark water,a star and i ,tempslibre,3,5,4
night feeding,the three legged cat,outruns us all ,tempslibre,3,5,4
tip of the storm,thunder fills the sky,with crows ,tempslibre,4,5,2
sunrise,and flowers blooming,on the table ,tempslibre,3,5,4
as still as midnight,hanging in the moss,the dying moth ,tempslibre,5,5,3
just after midnight,sounds become heartbeats,coyote song,tempslibre,5,6,3
forest trail,my thoughts meander,the fragrances ,tempslibre,3,4,4
Elle passe et repasse,sur la serviette des touristes,L'ombre de la mouette ,tempslibre,8,9,6
l'odeur du pain,remplit tout l'appartement -,fin fond de la nuit  ,tempslibre,4,7,5
concert à l’église :,le musicien chauffe ses doigts,au-dessus des cierges ,tempslibre,4,8,6
A la porte du cimetière,trois vieux amis,parlent rhumatismes ,tempslibre,9,4,6
pleine lune d'août,son test de grossesse,positif ,tempslibre,5,6,3
sans cesse ce soir,rallumer les bougies,que souffle le vent ,tempslibre,5,6,5
cueillette de mûres -,des montgolfières,dans le ciel du soir ,tempslibre,5,5,5
ajoutant,"des nuages aux nuages, ",l'incinérateur ,tempslibre,3,6,4
Des montgolfières s'élèvent,au-dessus de la Loire,puis la pleine lune ,tempslibre,6,7,6
Dimanche de Pâques,un joli petit noeud,au sac poubelle ,tempslibre,5,6,5
Enterrement :,Combler les 17 pieds,du haïku ,tempslibre,4,4,3
une corneille,répète son cri -,matin du premier jour ,tempslibre,5,3,6
musique d'orgue,dans le métro,ses longues jambes ,tempslibre,5,3,5
haïkus de Bashô,des grains de sable,sous le stylo ,tempslibre,4,5,4
feu d'artifices au loin,près la pleine lune,sur la mer ,tempslibre,7,5,3
Plouf,le centre du monde-,haïkaï,tempslibre,1,6,2
Insomnie :,l'odeur du pain,qui cuit ,tempslibre,3,4,2
parcours chatouilleux,d'insecte sur ma joue,- passage d'avions,tempslibre,5,6,5
dans le bol de verveine,l'ampoule du plafonnier,- mi-novembre ,tempslibre,7,7,4
le vent du métro,arrive à soulever une page -,haïkaï,tempslibre,4,10,2
blanc éclatant,son chemisier,- les ides de mars ,tempslibre,3,4,5
"vite entrevue, ce soir,",la plaque d'une,Rue du vent,tempslibre,7,5,3
Jardin sec  (*),les traces du couteau,dans le beurre,tempslibre,3,6,4
rue Fragonard,la toile blanche,d'un drap qui sèche,tempslibre,4,5,4
dimanche 7/1/7,le couteau à cheval,sur la fève,tempslibre,3,5,3
à la porte de chez Fauchon,une flaque de vomi,- fin de l'an,tempslibre,7,7,3
au macro-sillon,de la médiathécaire,mon regard plonge,tempslibre,5,5,5
dans un cageot,' Carottes de France ',des livres à un euro,tempslibre,4,6,6
Elle fit de la danse.,Ses gros mollets cuivrés,sous la pluie de septembre.,tempslibre,7,5,7
fin de matinée,la moule de la poissonnière,bâille,tempslibre,5,9,2
Orage de septembre,Collé contre ton dos,en chien de fusil ,tempslibre,7,5,5
"180 morts, 8 attentats",à Karachi aujourd'hui,Zidane s'explique à la télé,tempslibre,4,6,7
tête de station -,le taxi sikh ?,au turban blanc,tempslibre,4,4,4
dans l'appartement vide,la grande balafre du,soleil au sol,tempslibre,7,7,4
le recueil d'un ami :,un moine zen ratisse,l'angle de la couverture,tempslibre,6,7,8
ceinture brune : sa peau,entre top et pantalon,- ligne quatorze,tempslibre,7,7,5
sous l'abri-bus,les vieilles tepu de l'avenue,- pluie de mai ,tempslibre,4,9,3
deux dames d'un certain âge,parlent soutien-gorge,- train de mai,tempslibre,7,6,3
son cul rond,montant l'escalier mécanique,demi-lune,tempslibre,3,8,4
frangé de blanc le lac,premier février,vers Metz,tempslibre,5,3,2
prise dans la Moselle,une bouteille,le cul en l'air,tempslibre,7,5,4
dans les phares du camion,les jambes de la femme,qui va rentrer dans l'immeuble,tempslibre,7,7,8
noir à fleurs bleues,le slip de l'altiste,- Shostakovitch ,tempslibre,3,6,4
de fesses en fesses,montant l'escalier,station Austerlitz,tempslibre,6,5,5
une fesse après l'autre,elle me précède,gare Saint-Lazare,tempslibre,7,4,6
Fin novembre -,arrosant les rares soucis,encore en fleurs,tempslibre,4,8,5
le slip rouge,de la violoncelliste -,concert à Luçon,tempslibre,4,7,4
seule sa chaussure,gauche crisse --,sortie de la messe,tempslibre,6,4,6
Les bas quadrillés,sur les belles cuisses de cette femme,- sudoku ?,tempslibre,4,11,3
la lisière de son slip,sur ses belles petites fesses,à quai,tempslibre,7,9,1
un livre en tente,sur sa poitrine,- vents et vagues,tempslibre,6,5,4
au coin de l'avenue,chaque matin vers 9 h 30,il ferme sa tente,tempslibre,6,5,6
petit concert de voitures,le matin,pour se mettre en route,tempslibre,8,3,7
le faîte de l'arbre,chatouille le nez,du grand Bouddha,tempslibre,6,5,4
pelle et balai,les cœurs en papier,parvis de la mairie,tempslibre,5,5,6
l'ombre,de son piercing au menton,marque midi,tempslibre,2,7,4
les yeux bleus,elle boit de l'eau de source -,veille de l'été,tempslibre,3,8,3
deux heures du matin,un tout petit insecte,traverse la page neuf,tempslibre,6,7,7
Des éclats de rires,tombent par la fenêtre,- samedi soir,tempslibre,5,6,4
la danse du tissu,autour des jambes de la femme,grève des transports,tempslibre,6,9,4
rumeurs du matin -,l'ombre d'une fumée,sur la façade blanche,tempslibre,5,6,7
jusqu'à tard dans la nuit,nos deux tasses vides,depuis longtemps,tempslibre,6,6,4
milieu d'août,les haïkus,à marée basse,tempslibre,3,3,4
la poétesse,"partie, restent les haïkus",et la tasse froide,tempslibre,4,7,6
les seins des mannequins,pointent dans la vitrine,- approche du printemps,tempslibre,6,7,6
