line_1,line_2,line_3,source
je regarde les nuages d'été,pensées qui prennent forme,et changent,tempslibre
belle coquille la lune,dans un horizon rose cerise ...,teintes d'oeuf de Pâques,tempslibre
Confiture de grenade,l'odeur sauvage,de l'automne ,tempslibre
raccommodant,la clôture brisée,l'araignée d'été ,tempslibre
les papillons d'été,dansent devant,les voitures au feu rouge ,tempslibre
matin d'été,la pluie a une curieuse odeur,comme le kérosène ,tempslibre
coin de rue sombre,l'ombre du ,marchand de glaces ,tempslibre
autoroute,le croissant de lune s'estompe,dans le noir ,tempslibre
dans le miroir,l’étranger tousse,brouillard matinal ,tempslibre
après minuit,le cloporte écrasé,bouge encore ,tempslibre
lune de givre,je dis à ma fille,la vérité ,tempslibre
nuit blanche,le matin commence,sans moi,tempslibre
black friday,deux corneilles s'arrachent,un sac de plastique ,tempslibre
marques de bronzage,et huile de palme,marée haute ,tempslibre
grenier froid -,une boite à cigares décolorée,pleine de coquillages,tempslibre
jour sans vent,les mauvaises herbes prolifiques,sur le site des tombes,tempslibre
une aigrette debout,dans le champ bleu de riz,le crépuscule tombe,tempslibre
long mille-pattes,sur le plafond - longue discussion,sur quoi faire,tempslibre
des nuages blancs glissent,"dans le ciel d'août,",un enfant rêve,tempslibre
Manger seul --,Le bruit du mat froid,dans le verre.,tempslibre
une libellule,sur une libellule,chaleur d'été ,tempslibre
faire un noeud,dans le brin d'herbe,mi-été ,tempslibre
une touche morte,dans le grand piano,obscurité de l'hiver ,tempslibre
vieux bac à sable,les mauvaises herbes,ont toutes poussé ,tempslibre
les bouteilles de bière,tintent dans le frigo,solstice d'été ,tempslibre
j'observe le cerf,qui m'observe,lune du matin ,tempslibre
la lune,presque vide,pluie d'hiver ,tempslibre
l'épouvantail,couvert de corbeaux,la ferme de la veuve ,tempslibre
sous les arches,un orchestre de canettes de bière,laissées sous la pluie ,tempslibre
lumière bleue de l'aube,les traces de pas dans la neige,ne mènent nulle part ,tempslibre
brume du lac,les douces caresses,de mon chat mourant ,tempslibre
la foudre,le pétillement et le crépitement,de notre premier baiser ,tempslibre
poudre grise,qui tombe du ciseau,mon nom dans la poussière ,tempslibre
air embué,mère remue l'automne,dans la confiture ,tempslibre
la nuit dans le bar à ongles,au bout de chaque doigt,"le soleil, la lune et les étoiles ",tempslibre
léchant le dos,d'un timbre-poste,les rougissements de la reine ,tempslibre
vieux moteur,la toux et le crachat.,du matin ,tempslibre
cérémonie du thé,nos mains sur la table,leurs petits tremblements ,tempslibre
pris dans l'étang de roche,le squelette brisé,d'un casier à homards ,tempslibre
excursion d'un jour,l'excitation de l'enfant,à la banque alimentaire ,tempslibre
rappel estompé,de cette dure lune d'hiver,la cicatrice sur son sein ,tempslibre
pêche à l'aube ,le reflux de la lueur des étoiles,dans un seau ,tempslibre
lisant les pierres tombales,conversations murmurées,avec échos ,tempslibre
navette du matin,"chaque jour, je fais face au monde",avec un nouveau masque ,tempslibre
dernier train de retour,une traînée d'échos,qui mène au souterrain ,tempslibre
archipels,les marques sur ses bras,dont personne ne parle ,tempslibre
l'air embrumé ,ma mère remue l'automne,dans la confiture ,tempslibre
état de confinement,résister à la tyrannie,des cupcakes ,tempslibre
confinement,parfois la vieille théière,semble plus lourde ,tempslibre
église abandonnée,un murmure d'ailes,dans l'obscurité ,tempslibre
perdu dans la foule,le vide,dans le bol d'un mendiant ,tempslibre
fin d'été,un héron du marais s'éleve,dans le crépuscule ,tempslibre
l'histoire se répète,la vieille horloge de la gare,aligne ses aiguilles ,tempslibre
train de nuit,je voyage seul,avec la foule ,tempslibre
matin des funérailles ,mon matou marqué par la bataille,m'apporte un ronronnement ,tempslibre
chrysalide,dans la lumière bleue de l'aube,un sac mortuaire ,tempslibre
des grelons,contre le pare-brise,notre silence ,tempslibre
petits papillons blancs ,elle commence à penser,il est peut-être trop tard ,tempslibre
lumière du jour,sur les moustaches de grand-père,nous fermons le couvercle ,tempslibre
dans le salon de la maison de repos ,le piano silencieux,sa gamme de touches félées ,tempslibre
brise du soir,serpentant à travers les tombes de guerre,le parfum de l'herbe tondue ,tempslibre
va-et-vient,dans l'aquarium du bureau,poisson rouge et employés ,tempslibre
dans le vieux classeur,de rapports comptables,une fleur sauvage aplatie ,tempslibre
satin blanc,frais contre sa peau,choisissant un cercueil ,tempslibre
quarantième anniversaire,j'attache ma vieille ceinture,à un nouveau trou ,tempslibre
aciérie abandonnée,une petite mauvaise herbe,fissure le beton ,tempslibre
déluge d'orage,s'abattant contre ma fenêtre,sa sueur sur mes lèvres ,tempslibre
orage d'été,remplissant l'air de tension,elle croise ses cuisses ,tempslibre
prenant la vieille route,vers la tombe de mon père,le lent scintillement des étoiles ,tempslibre
nue dans le sauna,la jeune femme verse l'eau,sur un silence de pierre ,tempslibre
silencieux,comme une souris,le piège ,tempslibre
j'embrasse la veuve,le long de sa chaînette en argent,l'éclat de son alliance à lui ,tempslibre
flocons de neige ...,la première échographie,devient la dernière ,tempslibre
comme il est lent,à couler le café,matin de pluie ,tempslibre
ranger,les couvertures pour bébés,gel tardif ,tempslibre
le patient en chimio,cherche l'inspiration,à la librairie,tempslibre
Juste avant;,Que l'assiette touche le sol,Le silence ,tempslibre
"Soprano, clair et lent,",et un violon pâle flottent;,Sur le bruit de la voie rapide.,tempslibre
le soleil d'hiver,dans le service des cancéreux -,un vieux couple silencieux ,tempslibre
vieil étang -,un autre lys,en fleur,tempslibre
pas de vraie raison,pour une petite tristesse,dernières roses blanches ,tempslibre
entre les averses,le va-et-vient de l'orchestre par,la fenêtre à demi-ouverte ,tempslibre
coquelicots sauvages,des bouffées de musique de,la fête de la Saint-Jean ,tempslibre
ombres. un rebord de fenêtre,juste assez grand pour abriter,deux colombes ,tempslibre
demi lune,seulement les craquelins brisés,dans la boite ,tempslibre
notes de révision,je brosse le sable,entre les trous ,tempslibre
premier crépuscule de mai,il est soudainement là,le coquelicot orange pâle ,tempslibre
nuages chiffonnés,un sac de plastique bleu,dans les orties ,tempslibre
s'échappant,par la fenêtre de la salle de bains,la vapeur rencontre le brouillard ,tempslibre
dans mon rétroviseur,la lune,à pleins phares ,tempslibre
gel sévère,je me recroqueville contre,les nouvelles du matin ,tempslibre
hiver sombre,sous le pont de chemin de fer,les fleurs des graffiti ,tempslibre
lumières de Noël . . . ,haut par dessus la rue un V,d'oies du crépuscule ,tempslibre
dans le jardin clos,l'odeur,des pommes en décomposition ,tempslibre
jours d'automne,le poids des pommes pas encore cueillies,de ma vie ,tempslibre
avec le recul,un champ,de chaumes coupés ,tempslibre
loupe de l'arbre,l'été révèle,mes vieilles cicatrices ,tempslibre
nos ombres,penchées sur les grilles,de l'étang ,tempslibre
carillon éolien,mon téléphone accroche,un hotspot wifi ,tempslibre
pommes tombées,la constellation,du jardinier ,tempslibre
me souvenant de toi,froid et chaud,dans la même brise ,tempslibre
Vendredi Saint,les bras écartelés,de l'espalier ,tempslibre
Racines à l'air.,L'arbre hors de,sa maison natale ,tempslibre
Ponctuation.,Un pétale de rose tombe,du vase ,tempslibre
Une semaine plus tard,moins de roses dans,un vase plus mince ,tempslibre
tous les soleils,que nous pouvons rassembler,chélidoine d'hiver ,tempslibre
le travail terminé,mon ombre atteint,les lauriers ensoleillés ,tempslibre
l'échelle du laveur de vitres,laisse deux petits trous,dans la planète ,tempslibre
"Oh, une pluie froide",emplit à nouveau la rivière,de ses cercles ,tempslibre
Mousse sur les tuiles,du toit. D'abord un chat,puis un autre ,tempslibre
fin d'année,il y a un corbillard,sur la bande de droite ,tempslibre
géminides un couple,de pillules blanches avant,que j'aille au lit ,tempslibre
double whisky,quelque chose scintille,dans le brouillard ,tempslibre
ciel couvert,jusqu'à ce qu'un papillon blanc se pose,sur mon écran de téléphone ,tempslibre
carillon éolien,un texto apporte la nouvelle,de sa mort ,tempslibre
brûlure de gel,les hautes fenêtres flambent,avec le soleil ,tempslibre
givre scintillant,le lent arc bleu,d'un busard ,tempslibre
faisan tué en bord de route,toutes les couleurs provocantes,de l'automne ,tempslibre
dans la haie,les fenêtres éclairées,d'un train ,tempslibre
même après 30 ans,l'odeur de chèvrefeuille,une nuit d'été ,tempslibre
lundi matin,trafic de fourmis sur la tige principale,du rosier,tempslibre
pleine lune,une poire pendue,de ce côté du mur ,tempslibre
nuit sans étoiles,le cycliste,sans lumières ,tempslibre
"faucon, sur un poteau de cloture","première lueur,",la pluie une sorte de brouillard. ,tempslibre
lune de jour,la méduse que nous avions repéré,du bout de la jetée ,tempslibre
au plus fort de l'été,où les ombres s'arrêtent,le chien aussi ,tempslibre
pas long avant le coucher du soleil,dans les saules,un frisb e e jaune ,tempslibre
une autre nuit couverte,je googelise,la phase de la lune ,tempslibre
jours sans soleil,le monde cloîtré dans ,une pomme de pin ,tempslibre
coucher de soleil de Pâques,une croix teintée de rouge,de trainées d'avion ,tempslibre
empilées avec soin,les odeurs,de bois d'oeuvre scié ,tempslibre
fleur de prunier,l'esprit de haijin . . . ,ailleurs ,tempslibre
soleil de printemps,sur une haute branche un sac de plastique,bombe le torse ,tempslibre
solstice d'hiver,à l'intérieur de l'arbre creux,noirci par le feu ,tempslibre
un bol en verre taillé,avec les coquillages de nos étés,cette vie en exil ,tempslibre
gel intense --,au creux de la poche de ma veste,un verre roulé par la mer de l'été ,tempslibre
la même musique,encore et encore,pluie d'hiver ,tempslibre
le cimetière,notre raccourci glacé,à travers le brouillard hivernal ,tempslibre
blancheur de la neige,pas de couleur autre que les graffiti,du pont de chemin de fer ,tempslibre
nature morte -,sur le bord du lac le reflet d'un arbre,pris dans la glace ,tempslibre
soleil de novembre -,penchant vers le vieux puits de pierre,l'ombre d'un arbre ,tempslibre
demi-lune,la glace craque,sous les pas,tempslibre
memorail de guerre,la neige a presque recouvert,les couronnes de coquelicots ,tempslibre
lune des citrouilles :,au moment des mouvements de tai chi,les photos de l'éclipse,tempslibre
givre,sur la citrouille :,éclipse de lune,tempslibre
tremblement de terre,avec le typhon -- plus de monnaies,au temple,tempslibre
Jour du Souvenir --,une ombre sur chaque,croix blanche,tempslibre
coucher de lune --,une balle de riz pour,petit déjeuner,tempslibre
camion colleur,est-ce que ton chargement pour K-Mart,vaut plus que ma vie ?  ,tempslibre
Cette route,personne ne la descend,soir d'automne ,tempslibre
Rythmes naturels,les lunes et marées supplantées par,le jaune rouge vert ,tempslibre
Sept milles par gallon,Bush vous remercie pour,supporter la guerre d'Irak ,tempslibre
Ma Ford Explorer,dans une quête sans fin,d'une place de parking,tempslibre
corridor de l'I-5,Microdroïdes se glissant au travail,"lentement, dans de belles voitures",tempslibre
Si tu aimes vraiment,l'Amérique met ce drapeau,sur un vélo,tempslibre
trafic d'Atlanta,facile de voir pourquoi Sherman,a brûlé cette ville,tempslibre
une centaine de rues s'appellent,pêcher -- cela ne m'étonne pas que Sherman,ait brûlé cette ville,tempslibre
garde un oeil ouvert,"pour la bouffe, l'essence et un gamin de dix ans --",une alerte d'enfant disparu,tempslibre
la boite aux lettres,prise dans une congère,une lettre de la guerre,tempslibre
fin d'après-midi --,le carillon à vents chante doucement,dans le jardin enneigé,tempslibre
grand-feu d'automne --,tous mes rêves d'été,dispersés avec la fumée,tempslibre
l'obscurité gagne,lueur du soleil couchant,sur la Lanterne chinoise,tempslibre
camp de concentration,hiver les branches touchent,les épaules de la statue,tempslibre
café de l'aube,des ombres qui se séparent,des ombres ,tempslibre
retirant,son sweat-shirt ~,des étincelles dans le noir,tempslibre
Saint-Valentin,la pluie seule,sur l'épouvantail,tempslibre
un peintre agé ~,des feuilles qui tremblent,du bout de son pinceau,tempslibre
ah ces nuits courtes,à peine le temps de voir,les graines monter,tempslibre
dernier jour de l'année,une feuille au vent sur une très longue,tige,tempslibre
toute une procession,ces funérailles du trente et un,décembre 2004,tempslibre
flocon de neige,"sans une parole, la femme",bâillonnée,tempslibre
l'imprimante crache,le phénix millénaire--,une autre feuille,tempslibre
iris bleu,elle regarde l'aiguille,pénétrer sa chair,tempslibre
un nouveau mois --,des graines différentes,aux oreilles de l'épagneul ,tempslibre
Maison abandonnée,le couchat allume,une lampe à pétrole,tempslibre
Matinée grise --,avec une blouse à sequins,convier le soleil ,tempslibre
22h15 --,les dernières lueurs,avant les constellations ,tempslibre
Une fleur de thé,s'ouvre dans la théière -,journée de pluie ,tempslibre
L'été avance -,les quatre branches du vieil arbre,remplies de prunes,tempslibre
Ecouter la pluie,près d'une lampe en papier -,soir de septembre ,tempslibre
par copeaux le beurre,sur la tranche de pain --,première neige ,tempslibre
entamé ce soir,un nouveau stock de bougies --,solstice d'hiver ,tempslibre
Érable flamboyant -,je fais plusieurs fois,le tour du rond-point  ,tempslibre
Lune gibbeuse -,il manque un fragment,à son puzzle ,tempslibre
Lumière de réverbère,le brouillard tout autour,orange et givré ,tempslibre
Première neige -,écrire de la poésie,tard dans la nuit ,tempslibre
Lendemain de fête,dans un coin de la chambre flotte,le parfum de sa robe ,tempslibre
Grisaille de décembre -,j'allume au-dessus de la table,pour écrire des voeux ,tempslibre
Fenêtre ouverte,je respire un reste de pluie -,le rosier est plus rouge,tempslibre
capteur de rêves,les couleurs changeantes,de la pluie ,tempslibre
vent sauvage,sur la sauge sèche-,quoi de plus dans son esprit? ,tempslibre
souche de chêne-,je me souviens des frelons,de l'été dernier ,tempslibre
coeur de la pomme,comment mettre en bouteille,les souvenirs ,tempslibre
première aube seule -,la veuve mange sa moitié,de l'orange ,tempslibre
aube bleue...,la dernière phrase de la pluie,sur la vitre ,tempslibre
homard rouge -,son regard implorant,à travers la buée,tempslibre
