line_1,line_2,line_3,source
fin d'après-midi -,le grincement de la balançoire,ralentit ,tempslibre
ciel bleu azur -,les ailes de la mouette,frangées de lumière ,tempslibre
soirée d'anniversaire -,une averse soudaine,frappe au carreau ,tempslibre
salle de bain -,dehors et dedans,brume de printemps ,tempslibre
battement d'ailes,dans le cerisier,- envol de pétales ,tempslibre
café de l'écluse -,dans le rond du réverbère,rassemblement d'oies ,tempslibre
taille de fin d'hiver -,le vieux sécateur,rechigne un peu ,tempslibre
tilleul d'hiver -,la lune de l'aube,engrillagée ,tempslibre
Epiphanie -,une pointe de jonquille,sort du paillis d'écorces ,tempslibre
aube d'hiver -,l'écume de mon café,crépite doucement ,tempslibre
pointe du jour -,ma cuillère en équilibre,au bord de la tasse ,tempslibre
quelques pousses vertes,dans les bulbes à planter,- jour de l'Armistice ,tempslibre
location hors saison -,sous le tapis de coco,un été de sable ,tempslibre
relais téléphonique -,des étourneaux bavards,squattent l'antenne ,tempslibre
arrière-saison -,des fleurs rouges au balcon,d'un appartement fermé ,tempslibre
coups de klaxons -,un vol d'oies au-dessus ,de la voie rapide ,tempslibre
petit matin d'été -,café noir et haïkus,à petites gorgées ,tempslibre
soir de fin août -,de la poubelle s'échappe,une odeur de lavande ,tempslibre
le soleil de voile -,attroupement de corbeaux,sur un lapin mort ,tempslibre
l'orage s'éloigne -,d'une fenêtre ouverte,un prélude de Bach ,tempslibre
col du mas de l'Ayre -,un troupeau de moutons,entre chien et loup ,tempslibre
vigilance canicule -,le petit lézard gris ,suit l'ombre du mur ,tempslibre
après les cris des chats,à nouveau le silence,de l'éclipse de lune ,tempslibre
odeur de paille sèche -,les lumières d'une moissonneuse,au fond de la nuit ,tempslibre
vaisselle du soir -,deux secondes de libellule,à la fenêtre ,tempslibre
parking de l'hôpital -,une bouffée de roses,avant d'entrer ,tempslibre
berge de l'Escaut -,un bouquet de fleurs noué,au bout d'un ponton ,tempslibre
un frisson soudain,dans le passage à l'ombre -,l'odeur des aubépines ,tempslibre
velux entrouvert -,la pénombre s'emplit,du bruit de la pluie ,tempslibre
matinée sans fin -,je ressasse l'amertume,de mon café noir ,tempslibre
décès de ma grand-tante -,un papillon blanc,traverse le jardin ,tempslibre
nuit de grand froid -,un point rouge clignote,dans la Grande Ourse ,tempslibre
début de Carême-,les deux poules se disputent ,un trognon de poire ,tempslibre
avis de tempête -,la houle se renforce,dans le bain d'oiseaux ,tempslibre
toits blancs de givre -,le pied de basilic,calciné ,tempslibre
Halloween -,une trace de sang,au col de ma chemise ,tempslibre
premier matin de gel -,un vol d'oies au-dessus,du flot des voitures ,tempslibre
route quotidienne -,de la grisaille d'octobre,le sumac se moque ,tempslibre
été indien -,moitié rouge moitié verte,la dernière fraise ,tempslibre
matin de brume -,elle taille au plus fin,son crayon à paupières ,tempslibre
thé du soir,la vitre de la cuisine,voilée de vapeur ,tempslibre
nuit sans lune -,une phalène flotte,dans le bain d'oiseaux ,tempslibre
nuages d'orage -,elle repeint la cabane,en gris anthracite ,tempslibre
montée du col -,je traverse le grésillement ,de la ligne électrique ,tempslibre
particules fines -,l'escargot de la terrasse,muré dans sa coquille ,tempslibre
matin de lame neuve -,une feuille rouge sang,dans la vigne vierge ,tempslibre
Café en terrasse ~,au fond de ma cuillère ,le bleu du ciel ,tempslibre
nouvelle année -,un autre calendrier,au même clou ,tempslibre
maison abandonnée -,le soleil levant allume,une fenêtre à l'étage,tempslibre
devant mon balai,les pétales de cerisier,fuient en tous sens ,tempslibre
ménage de printemps -,elle époussette en passant,le crâne du Bouddha ,tempslibre
matin du printemps,dans l'allée de prunus,une écume rose,tempslibre
changement d'heure -,le vent,a tourné au sud ,tempslibre
ciel couvert -,pleine lune juste aperçue,... sur le calendrier ,tempslibre
maison à vendre -,dans le jardin à l'abandon,les premiers crocus ,tempslibre
lune de glace -,le bonhomme de neige,a gardé son écharpe ,tempslibre
nuit douce -,le bonhomme de neige,est parti sans sa pipe ,tempslibre
neige de l'aube -,les traces de pas,du porteur de journaux ,tempslibre
bise en rafales -,une touffe de crin roux,dans les barbelés ,tempslibre
aube d'automne -,aux fenêtres de la rue,des écrans allumés ,tempslibre
ratissée,avec les feuilles mortes,l'aile d'un papillon ,tempslibre
thé du soir -,la flamme de l'allumette,réveille les ombres ,tempslibre
soleil d'octobre -,l'éclair d'un rouge-gorge,dans le grand pin noir ,tempslibre
même à moitié verte,elle mérite un haïku,la dernière fraise ,tempslibre
sentier côtier -,le clapotis de l'eau,dans la gourde ,tempslibre
le brouillard se lève -,deux mésanges sur le toit,de l'hôtel à insectes ,tempslibre
heure d'hiver -,le feuillage du prunus,change de couleur ,tempslibre
allée du jardin -,le demi-tour argenté,d'une limace ,tempslibre
pensées vagabondes -,du sang sur le tranchant,de la cisaille ,tempslibre
transplantant le jasmin,une famille de cloportes,expropriée ,tempslibre
fenêtre ouverte,sur la nuit étoilée -,elle repousse le drap ,tempslibre
à chaque voiture,la queue du renard,se soulève ,tempslibre
le décolleté,de la jeune cueilleuse,- champ de melons ,tempslibre
pneus regonflés -,le grain de la route,chante juste ,tempslibre
bac à compost -,des pépins de melon suivent,la route des fourmis ,tempslibre
à mesure,que la pénombre descend,l'orange de l'azalée ,tempslibre
jardin zen -,l'ombre du Bouddha de pierre,a changé de place ,tempslibre
de l'orage d'hier,plus rien qu'un escargot,écrabouillé ,tempslibre
premières chaleurs -,un moineau visite,les gouttières du quartier ,tempslibre
mélangeant le compost -,une étiquette,de banane bio ,tempslibre
matin de l'Ascension -,une mouche traverse,le rai de lumière ,tempslibre
soir d'anniversaire -,un bracelet rouge,offert à ma montre ,tempslibre
Vendredi Saint -,à ma fenêtre le vide,de l'arbre abattu ,tempslibre
gel tardif -,la grenouille de pierre,a perdu un orteil ,tempslibre
la porte voisine,s'entrouvre un instant,- l'heure du chat ,tempslibre
dimanche des Rameaux -,les fleurs blanches de l'orchidée,que l'on croyait morte ,tempslibre
jardinerie -,elle choisit les lavandes,avec des abeilles ,tempslibre
matin d'anniversaire -,mes empreintes sur la plage,un peu plus profondes ,tempslibre
sortie du tunnel -,un champ de colza éclaire,le compartiment ,tempslibre
par le trou du bagel,il me montre,la pleine lune ,tempslibre
grange en ruine -,une odeur de paille,au soleil couchant ,tempslibre
de gauche à droite,de droite à gauche,la natte de la joggeuse ,tempslibre
premières mesures -,le reflet des projecteurs,sur les cordes du banjo ,tempslibre
matin silencieux -,quelques gouttes de lait,dans mon café noir ,tempslibre
agenda haïku -,des miettes de biscuit,à la page de dimanche ,tempslibre
soleil printanier -,des livres de jardinage,sur la table du salon ,tempslibre
sous un haïku,d'hiver et de fumée blanche,un insecte écrasé ,tempslibre
premier jour de l'an -,une coupure ancienne,se remet à saigner ,tempslibre
repas de l'an -,quelques miettes,au creux de la main ,tempslibre
tempête d'hiver -,ma chaise de bureau,craque un peu ,tempslibre
jardin de brume -,le bleu d'automne délavé,des hortensias fanés ,tempslibre
après la tempête,des feuilles d'arbres inconnus,dans le jardin ,tempslibre
du nuage,à l'avion,le fil déroulé ,tempslibre
repas du soir -,le chat du crépuscule,se glisse dans les vignes ,tempslibre
fin de roman -,un reste de café froid,au fond de ma tasse ,tempslibre
dans mon demi-sommeil,le chant du coq,pour la troisième fois ,tempslibre
trafic à l'arrêt -,le ciel du matin chargé,de vols d'étourneaux ,tempslibre
brûlant une à une,de vieilles lettres d'amour -,un peu de fumée grise ,tempslibre
nuit d'équinoxe -,des cris de chats,déchirent mon rêve ,tempslibre
plat de raisin -,l'après-midi pluvieuse,grain à grain ,tempslibre
une patte à la traîne,entre les fleurs tombées,l'araignée du soir ,tempslibre
carnet de haïkus -,un moucheron s'est posé,entre bleu et ciel ,tempslibre
nuit sans lune -,un chien lointain répond,à son écho ,tempslibre
la mer au loin -,craquement de coquillages,sous nos pas ,tempslibre
marée basse -,le silence des coquillages,sous la pleine lune ,tempslibre
clapotis au bas,de l'escalier du quai,- une odeur de pisse ,tempslibre
sous l'oeil d'un héron ,séance d'étirements,sur une jambe ,tempslibre
fenêtre entrouverte -,quelques accords de trombone,dans le soir de mai ,tempslibre
volets disjoints -,juste assez de jour,pour un haïku  ,tempslibre
changement climatique -,les fleurs du magnolia,noyées dans le vert,tempslibre
un an de plus -,un premier chant d'oiseau,dans mon insomnie ,tempslibre
face Nord des iris -,un escargot escalade,la plus haute feuille ,tempslibre
éclaircie -,un papillon blanc,traverse la rue ,tempslibre
éclaircie -,un papillon blanc,traverse la rue,tempslibre
chapelle perdue -,des fleurs du chemin séchées,au pied de la Vierge ,tempslibre
fin des vacances -,quelques grains de sable,au fond de mes poches ,tempslibre
carnet de haïkus -,l'empreinte de mes pas,dans la neige de mars ,tempslibre
fin de journée -,la voix éraillée,du distributeur bancaire ,tempslibre
chemin de halage -,le brouillard dissout,le gris-bleu du héron,tempslibre
matin de semaine -,deux carrés de sucre,dans son café noir ,tempslibre
averse d'hiver -,de ce dernier jour de l'an,n'attendant plus rien ,tempslibre
veille de l'an -,une échancrure rose,au ras de l'horizon ,tempslibre
ma ceinture,desserrée d'un cran -,lendemain de l'an ,tempslibre
Épiphanie -,les bourgeons du magnolia,défient le ciel gris ,tempslibre
salle de classe -,l'âne de la crèche,regarde par la fenêtre ,tempslibre
première neige -,des graffitis d'oiseaux,au seuil du jour ,tempslibre
dimanche sans fin -,un bonhomme de neige,dans la cour de l'école ,tempslibre
ciel de neige -,elle remet un peu de bleu,sur ses paupières ,tempslibre
ciel d'hiver -,elle ajoute un peu de bleu,sur ses paupières ,tempslibre
première neige -,des traces de pas,de poubelle à poubelle ,tempslibre
lumières crues,du parking de l'hyper -,un ciel sans étoiles ,tempslibre
dans la césure,d'un haïku d'automne,la pluie sur les tuiles ,tempslibre
au bord du trottoir,le feuillage du cerisier,dans deux sacs poubelles ,tempslibre
de l'insecte,écrasé entre les pages,le dessin des ailes ,tempslibre
feuillages d'automne -,les yeux rivés sur l'écran,de son portable ,tempslibre
reprenant le livre,ouvert sur la table,- quelques grains de sable ,tempslibre
allée de cactus -,deux prénoms gravés,entre les épines ,tempslibre
entre four et frigo,trois abricots fripés,peau contre peau ,tempslibre
fraîcheur du matin -,nos chaises côte à côte,au fond du jardin ,tempslibre
bruissement d'ailes,des chauves-souris -,la nuit descend ,tempslibre
carrelage frais -,un parfum de pêches mûres,au lever du jour ,tempslibre
à chaque passage,de la chauve souris,une nouvelle étoile ,tempslibre
croisée de chemins -,le genévrier,s'est arrêté là ,tempslibre
ciel étoilé -,tout un champ d'éoliennes,à l'arrêt ,tempslibre
gîte de vacances -,le battement des secondes,au coeur de la nuit ,tempslibre
citerne à sec -,la trace d'un escargot,sur le muret de pierre ,tempslibre
crépuscule -,une dernière buse,en cercles lents ,tempslibre
ombre du cerisier -,le claquement des noyaux,sous la tondeuse ,tempslibre
reflet dans l'inox,de la machine à café -,petit matin nu ,tempslibre
douceur du soir -,le trait rose d'un avion,effleure la lune,tempslibre
lentilles d'eau -,le sillage du canard,lentement se referme ,tempslibre
fracas des vagues -,un galet ébréché,remis à la mer ,tempslibre
pylône du virage -,les couleurs passées du bouquet,de fleurs artificielles ,tempslibre
rond point -,à quoi ressemble la face,cachée de la lune ? ,tempslibre
ablutions matinales -,le canal en gouttes rondes,sur le dos d'un canard ,tempslibre
réunion de travail -,un papier de Carambar,au fond de ma poche ,tempslibre
bras mort du canal -,la course soudaine,d'une poule d'eau ,tempslibre
au bout du champ,deux moineaux sur son chapeau,- l'épouvantail ,tempslibre
vent glacial -,des feuilles mortes se pressent,sur la pierre du seuil ,tempslibre
froid polaire -,la pharmacienne recharge,le distributeur de préservatifs ,tempslibre
cour de l'école -,les cases de la marelle,blanches de sel ,tempslibre
matin de givre -,l'ombre blanche,des peupliers ,tempslibre
soleil couchant -,les tours de verre,s'allument ,tempslibre
lune d'hiver -,le souvenir soudain,du parfum des lilas ,tempslibre
vent d'hiver -,des bouteilles s'entrechoquent,dans le bief de l'écluse ,tempslibre
double vitrage -,le croissant de lune,et son reflet ,tempslibre
dans la vapeur,de ma tasse de thé,la lune montante ,tempslibre
sonnerie du réveil -,le camion poubelles,à l'heure pile ,tempslibre
sous ma capuche,la rumeur de la rue,picotée de pluie ,tempslibre
au bout d'une branche,le jardin suspendu,dans une goutte d'eau ,tempslibre
reprenant la course,après deux mois de pause,- la même pluie ,tempslibre
terrasse humide -,les chemins des vers de terre,s'entrelacent ,tempslibre
réchauffement climatique -,des galettes des rois,en avance d'un mois ! ,tempslibre
après la pluie,la pleine lune s'égoutte,derrière la vitre ,tempslibre
premier jour d'hiver -,retouchant un haïku,de l'été dernier ,tempslibre
dernière tonte -,du sac d'herbe s'échappe,la brume du soir,tempslibre
après chaque voiture,la ruée des pies,vers l'amas de poils rouges ,tempslibre
départ du train -,la nuit s'installe,à la fenêtre ,tempslibre
halo du lampadaire -,le merle noir plus noir,que son ombre ,tempslibre
caisse de l'hyper -,sur les paquets de yaourts,de la dentelle noire ,tempslibre
échangeur routier -,le croissant de lune passe,dans la vitre arrière ,tempslibre
météo matinale -,entre les lames du store,un tiret de ciel gris ,tempslibre
livre non massicoté -,à petits coups de canif,la fin de la phrase ,tempslibre
toilettes de la plage -,la chasse d'eau emporte,le bruit des vagues ,tempslibre
maison de vacances -,le pommier abandonne,ses fruits aux herbes hautes ,tempslibre
tombée du jour -,un groupe d'étourneaux,sur le fil électrique ,tempslibre
à pas lents dans le parc,herbe et terre humide avant,huit heures de clim ,tempslibre
pelouse rase -,une feuille du jasmin,rouge sang ,tempslibre
dernier matin d'août -,le bleu lagon,de mon gel de rasage ,tempslibre
coupant en dés,des quartiers de pomme -,la lune à la fenêtre ,tempslibre
le vieux du mas,est parti - des rejets,au pied des oliviers ,tempslibre
verveine orange -,une première étoile,puis une deuxième ,tempslibre
tronc du vieux pin -,une mue de cigale,face au couchant ,tempslibre
ombre froide -,le chant des cigales,s'est arrêté net ,tempslibre
pluie fine -,un papillon de nuit,dans la moustiquaire ,tempslibre
